Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2022-23,Virginia,ACC,FR,31,0,12.9,1.1,2.0,.532,0.9,1.5,.609,0.2,0.5,.313,0.4,0.7,.500,0.6,2.3,2.9,0.3,0.4,1.1,0.5,1.3,2.6,,5.98
2023-24,Virginia,ACC,SO,34,34,27.5,3.4,6.1,.548,3.1,5.1,.618,0.2,1.0,.200,1.2,2.3,.532,2.2,4.7,6.9,0.8,1.3,2.3,0.8,2.1,8.1,,7.31
Career,Virginia,,,65,34,20.6,2.3,4.2,.544,2.1,3.4,.616,0.2,0.8,.235,0.8,1.5,.525,1.5,3.6,5.0,0.5,0.9,1.7,0.6,1.7,5.5,,6.64
