Season,Team,League,,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2023-24,Cairns,NBL,au,23,21.3,3.2,7.3,.443,1.3,3.7,.357,1.9,3.6,.530,2.0,2.5,.793,0.7,4.1,4.8,0.7,0.8,0.5,1.6,2.7,9.7
1 Season,,,,23,21.3,3.2,7.3,.443,1.3,3.7,.357,1.9,3.6,.530,2.0,2.5,.793,0.7,4.1,4.8,0.7,0.8,0.5,1.6,2.7,9.7
