Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,Colorado,Pac-12,FR,24,18,28.4,4.5,8.1,.552,3.8,6.4,.588,0.7,1.7,.415,2.3,3.2,.714,0.7,2.3,3.0,1.6,0.6,0.7,2.0,2.0,11.9,,8.36
Career,Colorado,,,24,18,28.4,4.5,8.1,.552,3.8,6.4,.588,0.7,1.7,.415,2.3,3.2,.714,0.7,2.3,3.0,1.6,0.6,0.7,2.0,2.0,11.9,,8.36
