Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,UConn,Big East,FR,34,30,27.0,4.0,8.5,.472,3.4,6.3,.544,0.6,2.2,.267,2.4,3.2,.755,1.7,3.0,4.7,2.9,0.8,0.5,1.5,2.4,11.1,,8.70
Career,UConn,,,34,30,27.0,4.0,8.5,.472,3.4,6.3,.544,0.6,2.2,.267,2.4,3.2,.755,1.7,3.0,4.7,2.9,0.8,0.5,1.5,2.4,11.1,,8.70
