Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,Miami (FL),ACC,FR,31,16,23.0,2.6,6.1,.426,0.9,1.9,.467,1.7,4.2,.408,0.7,0.9,.778,0.5,2.6,3.0,2.2,0.9,0.4,1.5,1.8,7.6,,7.46
Career,Miami (FL),,,31,16,23.0,2.6,6.1,.426,0.9,1.9,.467,1.7,4.2,.408,0.7,0.9,.778,0.5,2.6,3.0,2.2,0.9,0.4,1.5,1.8,7.6,,7.
