Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,Baylor,Big 12,FR,35,35,32.3,4.1,10.9,.376,2.0,4.7,.423,2.1,6.3,.341,4.1,5.2,.792,1.3,3.1,4.4,1.4,1.1,0.2,1.3,2.1,14.5,,10.71
Career,Baylor,,,35,35,32.3,4.1,10.9,.376,2.0,4.7,.423,2.1,6.3,.341,4.1,5.2,.792,1.3,3.1,4.4,1.4,1.1,0.2,1.3,2.1,14.5,,10.71
