Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2022-23,Duke,ACC,FR,36,36,29.1,5.3,11.9,.441,4.3,8.5,.505,1.0,3.4,.282,3.6,4.7,.765,2.5,6.5,9.0,1.6,1.3,0.7,2.5,2.6,15.1,,7.44
2023-24,Duke,ACC,SO,36,36,30.4,6.1,12.1,.505,5.0,9.0,.559,1.1,3.1,.348,3.1,4.6,.671,2.2,6.1,8.3,2.8,1.1,1.5,2.1,3.0,16.4,,8.36
Career,Duke,,,72,72,29.8,5.7,12.0,.473,4.7,8.7,.533,1.0,3.3,.314,3.4,4.7,.718,2.4,6.3,8.6,2.2,1.2,1.1,2.3,2.8,15.8,,7.90
