Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,Baylor,Big 12,FR,34,32,22.9,4.1,6.7,.614,4.1,6.7,.614,0.0,0.0,,2.5,4.1,.616,2.6,3.0,5.6,0.4,0.6,1.5,1.1,2.4,10.7,,10.71
Career,Baylor,,,34,32,22.9,4.1,6.7,.614,4.1,6.7,.614,0.0,0.0,,2.5,4.1,.616,2.6,3.0,5.6,0.4,0.6,1.5,1.1,2.4,10.7,,10.71
