Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2023-24,Kentucky,SEC,FR,32,1,23.3,5.4,11.3,.475,3.4,6.8,.495,2.0,4.5,.444,2.4,3.1,.796,0.3,2.7,2.9,3.9,1.0,0.1,2.0,2.6,15.2,,7.46
Career,Kentucky,,,32,1,23.3,5.4,11.3,.475,3.4,6.8,.495,2.0,4.5,.444,2.4,3.1,.796,0.3,2.7,2.9,3.9,1.0,0.1,2.0,2.6,15.2,,7.46
