AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,2.0,68,30.9,18.8,2.1,11.8,1.0,1.1,7.1,11.5,0.618,0.0,0.1,0.3,4.5,7.7,0.589,2.8,0.75,2.5,False
