AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,12,,31.3,17,6.8,7.6,0.1,1.6,6.3,16.7,0.375,1.7,6.7,0.25,2.8,3.9,0.723,2.5,2.72,2.6,,False
