AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,40,39,29.2,14.9,4.7,4.5,0.4,1.2,5.2,10.9,0.477,0.9,2.6,0.337,3.7,5.1,0.712,2.7,1.74,1.7,5.76,False
