AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,39,39,33.0,17.2,3.2,7.8,0.9,1.1,6.3,13.2,0.478,1.1,3.3,0.338,3.5,4.8,0.729,2.4,1.33,1.9,7.26,False
