AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,4.0,94,18.7,8.1,3.2,4.1,0.4,0.7,2.7,5.8,0.473,0.9,2.7,0.32,1.8,2.3,0.766,1.8,1.78,1.5,False
