AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,2.0,63,62,33.5,15.0,6.3,3.9,0.2,2.5,4.4,9.3,0.472,1.4,2.9,0.47,4.9,5.8,0.838,2.7,2.33,2.6,10.65,False
