AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,4.0,103,71,27.5,14.3,3.0,5.0,0.5,1.0,5.2,10.1,0.512,0.5,1.5,0.344,3.5,4.5,0.765,2.1,1.43,2.1,6.83,False
