AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,2.0,67,32.5,23.0,4.6,3.6,0.3,3.2,7.7,17.5,0.44,1.8,5.8,0.314,5.8,8.5,0.683,4.1,1.12,2.5,False
