AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,1.0,35,35.9,25.8,1.3,11.1,1.9,1.9,8.7,18.5,0.473,2.3,5.8,0.404,6.0,7.3,0.816,2.8,0.46,2.0,False
