AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,3.0,103,80,26.0,12.3,1.9,4.5,0.8,1.1,4.7,8.5,0.547,1.0,2.6,0.368,2.0,2.8,0.705,1.2,1.58,1.8,11.27,False
