AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,2.0,65,56,26.7,13.3,2.3,6.0,0.3,1.2,4.5,9.2,0.483,1.2,3.5,0.345,3.1,4.4,0.718,2.2,1.05,1.9,7.1,False
