AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,35,35,32.8,17.1,1.5,5.9,1.0,1.2,5.4,12.1,0.448,1.2,3.6,0.341,5.0,6.5,0.775,2.3,0.65,2.7,11.4,False
