AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,2.0,65,35.3,18.7,8.2,6.1,0.6,1.4,6.1,12.6,0.485,1.3,3.8,0.343,5.1,6.3,0.81,3.8,2.16,1.7,False
