AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,3.0,103,103,31.8,13.8,0.8,10.6,4.3,0.9,5.7,9.7,0.59,0.0,0.0,,2.4,4.3,0.564,2.0,0.4,2.6,7.66,True
