AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,11,8,27.5,17.5,4.3,3.4,0.5,1.5,5.0,9.5,0.529,1.6,3.5,0.462,5.8,6.5,0.901,2.5,1.72,2.1,8.32,False
