AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,3.0,68,24.9,14.8,1.6,7.7,2.4,0.6,5.4,11.5,0.467,1.1,3.9,0.287,3.0,3.7,0.807,2.0,0.8,2.1,False
