AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,4.0,123,29.8,15.0,5.4,3.8,0.1,1.4,5.0,10.9,0.457,2.2,5.5,0.402,2.8,3.5,0.804,3.1,1.74,2.0,False
