AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,1.0,33,34.9,19.2,4.8,11.8,0.8,2.0,6.5,11.7,0.56,0.0,0.1,0.333,6.0,9.0,0.67,3.4,1.41,2.8,False
