AGE,YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,NAT_CH
,4.0,104,32.3,18.6,3.5,4.3,0.2,1.2,5.6,12.6,0.446,2.4,6.1,0.39,5.0,5.8,0.867,2.4,1.46,2.1,False
