AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,2.0,60,55,27.3,16.2,0.9,8.9,1.9,1.4,5.9,9.7,0.612,0.0,0.0,,4.4,6.5,0.672,1.7,0.53,2.5,9.72,False
