AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,1.0,39,39,21.1,10.3,1.1,6.7,2.3,0.5,3.7,6.6,0.566,0.1,0.2,0.25,2.8,3.4,0.813,1.4,0.79,2.9,8.67,False
