Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
1998-99,Maryland,ACC,JR,34,33,30.7,6.0,11.5,.523,4.7,8.1,.580,1.3,3.4,.388,3.6,4.6,.790,,,4.5,4.5,2.8,0.2,3.0,2.8,17.0,,9.04
Career,Maryland,,,34,33,30.7,6.0,11.5,.523,4.7,8.1,.580,1.3,3.4,.388,3.6,4.6,.790,,,4.5,4.5,2.8,0.2,3.0,2.8,17.0,,9.04
