Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2021-22,Duke,ACC,FR,39,39,33.0,6.3,13.2,.478,5.2,9.8,.525,1.1,3.3,.338,3.5,4.8,.729,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9,17.2,,7.26
Career,Duke,,,39,39,33.0,6.3,13.2,.478,5.2,9.8,.525,1.1,3.3,.338,3.5,4.8,.729,1.7,6.1,7.8,3.2,1.1,0.9,2.4,1.9,17.2,,7.26
