Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2020-21,Florida State,ACC,FR,24,7,24.8,4.1,8.1,.503,3.6,6.5,.561,0.5,1.7,.275,1.7,2.8,.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,,9.16
Career,Florida State,,,24,7,24.8,4.1,8.1,.503,3.6,6.5,.561,0.5,1.7,.275,1.7,2.8,.621,1.5,2.5,4.0,4.1,1.5,0.5,2.5,2.2,10.3,,9.16
