Season,School,Conf,Class,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,SOS
2006-07,Texas,Big 12,FR,35,35,35.9,8.7,18.5,.473,6.4,12.7,.505,2.3,5.8,.404,6.0,7.3,.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,,6.12
Career,Texas,,,35,35,35.9,8.7,18.5,.473,6.4,12.7,.505,2.3,5.8,.404,6.0,7.3,.816,3.0,8.1,11.1,1.3,1.9,1.9,2.8,2.0,25.8,,6.12
