YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,33,30.1,11.3,2.2,3.6,0.3,0.6,3.8,9.4,0.403,2.1,5.4,0.391,1.6,2.0,0.791,1.2,1.83,1.6,,False
