YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
5.0,151,23.7,9.6,2.0,5.2,0.6,1.4,3.8,6.5,0.586,0.3,1.0,0.307,1.7,2.7,0.627,1.1,1.82,2.3,,False
