YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
3.0,102,30.7,11.1,2.9,7.2,0.4,1.0,4.0,9.7,0.41,1.3,3.9,0.345,1.8,2.9,0.624,1.9,1.53,1.8,,False
