YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,23,21.3,9.7,0.7,4.8,0.5,0.8,3.2,7.3,0.443,1.3,3.7,0.357,2.0,2.5,0.793,1.6,0.44,2.7,,False
