YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
3.0,34.0,29.2,12.6,1.2,4.6,0.2,0.5,4.1,9.4,0.436,2.1,4.9,0.417,2.3,2.9,0.814,0.7,1.71,1.9,,False
