YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,25,7.9,2.8,0.7,1.3,0.1,0.2,1.1,3.0,0.355,0.3,1.1,0.286,0.3,0.5,0.538,0.6,1.17,0.8,,False
