YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
3.0,26,12.6,4.6,0.3,1.2,0.2,0.5,1.7,3.8,0.449,0.5,1.8,0.304,0.7,1.0,0.72,0.7,0.43,1.3,,False
