YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,33,24.1,9.0,1.0,4.9,0.3,0.9,2.9,6.2,0.466,1.3,3.8,0.352,1.9,2.5,0.765,0.8,1.25,2.1,,False
