YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
5.0,132,32.3,14.2,3.3,4.3,0.2,1.6,4.9,10.5,0.468,2.1,5.1,0.417,2.2,2.5,0.878,1.2,2.75,1.9,,False
