YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,33,28.9,12.5,4.5,4.1,0.7,2.5,4.3,8.0,0.536,2.3,4.4,0.521,1.6,2.0,0.831,2.0,2.25,1.9,,False
