AGE,YEARS,G,GS,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,SOS,NAT_CH
,2.0,74,33,17.6,9.8,1.0,6.4,2.1,0.5,4.0,6.2,0.645,0.0,0.1,0.222,1.7,3.1,0.558,0.9,1.11,1.9,8.61,True
