YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
5.0,162,31.6,13.8,3.6,7.8,0.2,0.9,4.7,10.2,0.461,2.2,5.6,0.39,2.2,2.6,0.82,2.1,1.71,1.9,,False
