YEARS,G,MPG,PTS,AST,RB,BLK,STL,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TOV,AST/TO,PF,AGE,NAT_CH
1.0,24,28.4,11.9,1.6,3.0,0.7,0.6,4.5,8.1,0.552,0.7,1.7,0.415,2.3,3.2,0.714,2.0,0.8,2.0,,False
